Genes,Ctrl_a,Ctrl_b,Ctrl_c,Ctrl_d
GENE423,536.113893011052,474.326042438421,676.760951412286,565.696025059522
GENE424,299.712629534656,477.636887240034,422.376345063202,337.164126226774
GENE425,609.984900966854,561.604372503946,234.181051980598,334.423320095952
GENE426,572.235387799827,503.421858687478,439.840950110424,822.271399680616
GENE427,455.205386437687,738.576456260728,585.85567705314,575.773727511186
GENE428,212.177518053352,481.902277908255,671.30377956316,590.209244677407
GENE429,558.115150543006,557.55558196103,779.58147263039,650.111863361244
GENE430,472.967457586234,673.467415112776,592.136027733407,437.175377173479
GENE431,318.249102404266,546.587725265091,537.046021365361,607.62069311286
GENE432,572.516316050002,377.75443507777,686.290970980334,209.099161147317
GENE433,325.887294960688,472.909704450014,411.174900761893,411.026494383677
GENE434,693.261593267919,514.549518504437,411.640771348012,450.970119581462
GENE435,420.228712399748,461.365063329018,697.694643424134,670.76977426018
GENE436,715.794330306692,785.66206791011,652.81901073977,533.216812147067
GENE437,475.724816885215,594.497206300157,321.50772668385,607.785952319461
GENE438,728.951664321084,842.401163758996,652.138599467194,603.664356266773
GENE439,683.291076764938,749.368544122393,799.143919624235,495.277270745766
GENE440,471.56433131344,456.050947422803,557.056322117864,268.594823721183
GENE441,431.329951912335,234.609149327602,312.800893710598,529.59065365249
GENE442,327.990015586528,417.102985311698,663.418305860764,552.349737666225
GENE443,336.958167188968,615.098818981631,466.625936635935,832.864699136348
GENE444,494.366061629066,552.152320283521,551.316161842858,517.322175063592
GENE445,611.894735789091,462.426942940004,660.367895057232,546.420551238268
GENE446,510.844749657147,513.509821204705,170.736969961398,647.546245729696
GENE447,561.98469632574,514.939009122662,442.560067955403,722.162521438191
GENE448,330.9457819656,481.431466405191,463.187962567891,612.398953289702
GENE449,536.056441413163,398.951983998357,449.223970877208,540.807863569498
GENE450,504.626187840841,512.82051700472,754.708756356989,611.113921585713
GENE451,464.805695039915,578.351841134588,514.859326088802,447.864890267013
GENE452,683.162237549564,357.183579851114,483.929165215069,538.058876166633
GENE453,524.851723584686,604.25769381127,604.252242664496,484.473495483558
GENE454,427.585183649879,697.554856544777,641.80384975182,595.902062792825
GENE455,482.367574308787,460.374878319434,681.56552081176,631.551375369954
GENE456,553.31882820163,597.866965911996,419.894014515901,597.735030268646
GENE457,498.499928485535,702.834437974985,398.79933941709,632.387389739125
GENE458,513.453084931285,471.167018525436,450.846257026917,645.020040054146
GENE459,686.935944420891,821.362917742704,752.469347548405,718.907232824023
GENE460,750.669051394807,406.67327281312,415.901567960601,529.029005411363
GENE461,620.837308393611,579.934855013294,541.332963679234,652.361210811129
GENE462,434.093455127133,661.813357365333,736.761301557566,401.034943825587
GENE463,642.641888522964,584.976460265091,497.729882408556,449.41558979441
GENE464,455.732994024369,474.390758126678,627.567533093792,603.0419449669
GENE465,566.96805053918,520.848843350673,446.776413525667,581.225211911554
GENE466,529.97901179657,500.989930226864,436.007288393555,606.411713943361
GENE467,624.931511052686,471.832159107116,661.735611492181,713.997101005119
GENE468,715.732121383407,352.955619092555,522.948674257838,552.82025292568
GENE469,407.878544810096,564.862640839667,688.037679628138,562.749359013902
GENE470,209.101717222141,570.068951404707,598.037429786158,359.410632238276
GENE471,538.5542830284,558.48012041471,521.669571030266,747.581319510485
GENE472,595.788903998103,513.260210165673,428.617117583306,576.925317082861
GENE473,311.693861812786,713.444918346005,637.924194436052,772.418395037428
GENE474,574.483680273892,588.065863123984,475.572625455918,723.839286819981
GENE475,469.029189211329,676.82055931053,586.3821368112,695.891643054351
GENE476,501.139627483505,470.439584248479,684.705928331409,720.841830147194
GENE477,487.239619301636,451.337487191157,584.678660184786,353.784464704834
GENE478,559.156616195242,618.421616796286,625.198934275819,543.443968785559
GENE479,589.338634513427,638.83192442485,613.120040954345,442.685761435431
GENE480,725.440049194589,641.420071475967,534.131971510726,633.974015547737
GENE481,214.961507377137,632.651287758068,493.645530434574,272.902363009791
GENE482,325.17716639334,532.599978289582,560.133388802513,134.84256095845
GENE483,858.712679533388,587.520143942836,539.541286878669,554.738307652323
GENE484,598.401598345034,596.493358466824,293.465200897297,432.741650417258
GENE485,672.472510404252,317.720098868459,294.112418687853,501.315631574917
GENE486,605.573765366285,562.757616097535,498.793974643629,719.868492477066
GENE487,445.635198195438,455.651660434444,675.33709163085,586.710995046574
GENE488,533.042133160475,540.307533604919,565.660802364352,371.376307313272
GENE489,757.747623184106,505.597219034519,469.069202940579,712.850009147809
GENE490,664.460870864413,598.675904767797,584.077589281683,532.911279817686
GENE491,555.256675454827,327.462270657375,623.00755586213,448.140138465817
GENE492,600.87159024585,470.316423850875,629.883528320158,701.281670760775
GENE493,676.182636293788,699.146913266396,682.482494292187,446.480694655144
GENE494,654.142452153114,723.499706086741,636.370545056129,397.070645760939
GENE495,530.862033813926,557.380711975903,810.584516862345,576.461409682583
GENE496,690.824205883741,771.176509375462,606.865340536193,391.618947389438
GENE497,640.069022838864,504.127376446289,556.423713454718,456.19200370609
GENE498,544.34701321698,546.968117217142,676.052696230279,553.095006021579
GENE499,483.792089215205,587.975785539454,423.407363302974,577.23982008433
GENE500,423.956990373688,633.236190247159,516.810163799169,691.517615292729
GENE501,576.994530700326,795.759670708369,711.185422454393,393.070424346218
GENE502,627.130788261202,485.671645081337,421.739457992861,619.190580631902
GENE503,526.314715295829,373.172377462819,483.017044272571,623.431361992994
GENE504,747.748539734417,356.121379272916,606.298582991422,521.624720863689
GENE505,480.934861049266,418.492032849539,315.465739698625,460.205101593516
GENE506,571.327628711584,662.634504893386,372.616597900686,714.551431284769
GENE507,566.488777637611,526.51633395092,425.002789877166,429.438268018169
GENE508,731.36794601453,452.957981106844,585.482099005805,395.597151360773
GENE509,524.258747940543,600.506113823823,542.252020503126,398.127951834251
GENE510,638.332499523724,572.896894748236,652.575785044321,651.254536455381
GENE511,435.156177523389,479.039395136345,518.882450932208,576.789497448395
GENE512,520.48017508779,665.318896310198,346.379578757001,451.658839098408
GENE513,510.556376766168,498.096844166702,466.867871406651,456.920864337527
GENE514,660.441197229509,620.025301127661,695.022309718249,511.336041832611
GENE515,778.695182221367,512.665501509813,557.75815137756,420.465290412557
GENE516,299.250969292721,675.608568260188,516.503884437396,670.581837044086
GENE517,480.199790388807,758.72001438147,425.931229791317,635.91201230051
GENE518,510.296466067608,597.205587556578,616.109368752751,666.082935044983
GENE519,701.945304852325,443.534600732897,640.77275026036,389.897551174476
GENE520,409.256894296816,537.127446274497,746.2281913983,471.661174263805
GENE521,587.14989944213,705.338461123885,589.293572275135,387.330561333231
GENE522,438.154428717479,744.678569102778,526.358573140477,711.376923459993
GENE523,563.61923373624,810.77602566462,580.438375495782,560.12591568981
GENE524,420.938829707549,558.969661209316,384.783644223014,520.003419768259
GENE525,481.021752227571,544.081924457225,545.372593361056,405.308926110899
GENE526,742.470364845866,594.279134021144,695.462249686793,602.884842278392
GENE527,373.478362356619,606.012072159294,548.604277330852,566.464025657175
GENE528,676.341010345164,662.84088537698,616.220952102247,636.65254851011
GENE529,474.474709577802,495.589511721389,538.951748758104,574.108403587955
GENE530,445.985712194755,608.139383577077,490.091757089176,202.594979359478
GENE531,604.705858036828,548.14435733289,594.296565560819,353.326694895065
GENE532,415.109537446033,485.937144855924,668.842799477611,473.910648673808
GENE533,564.841223033839,615.075524811344,612.490389520432,788.673897467179
GENE534,400.79616136567,653.926007060758,786.356273138809,554.129179401736
GENE535,470.883699796915,613.12876140251,314.680084307095,624.677496315175
GENE536,362.511601927531,477.787628697378,556.381173890596,570.089171177478
GENE537,861.225225934834,471.514548459879,558.973522716266,691.585351312143
GENE538,648.427811766673,478.028668150459,620.28060284108,624.562185733999
GENE539,534.421273973139,385.032158906073,625.022655077073,327.169687166507
GENE540,480.271961018271,535.325266365903,797.031933556246,479.637094633531
GENE541,627.277649568272,661.736568711968,513.822760262209,282.159794347245
GENE542,642.539906495814,765.354373990701,449.188948564522,585.201211508801
GENE543,514.004248533326,368.803919814132,645.010346559086,466.26525347534
GENE544,445.179687181518,566.96233484829,457.218288325061,445.324467774022
GENE545,752.968792519609,518.558757279158,713.569337876394,466.756606293643
GENE546,433.333637157366,593.884208673707,588.717605938392,358.494977309375
GENE547,565.117484604079,590.430163044458,984.359921064706,612.229903567559
GENE548,613.48047419564,603.886870165216,435.903959724012,356.187800588831
GENE549,866.311701141687,801.317926917971,666.175942755926,609.598133569449
GENE550,707.066530227865,525.165807388247,518.41687611814,574.863021140214
GENE551,534.320317165734,808.445820728145,464.587422880666,677.013264035446
GENE552,411.179027614867,578.114224244992,588.129419827323,605.717007838522
GENE553,638.869095564357,455.858032877507,562.902851453247,883.762861988321
GENE554,550.820035735044,714.680529651527,537.81438109413,455.109287617849
GENE555,437.284266308756,525.573975976194,731.867400452649,513.449919249624
GENE556,614.206495135615,374.526636658065,636.597072238511,487.728388093561
GENE557,598.074117434013,707.643870884729,637.880322538204,608.245256306392
GENE558,494.837405178821,688.588673313875,497.431358715774,747.808262019022
GENE559,643.134119396031,742.188599320489,665.125889354769,621.792553847617
GENE560,564.95190313332,534.573478683905,486.132609357357,690.234794008371
GENE561,569.195487057677,554.873239467347,654.266284065778,479.76819669024
GENE562,573.513197183277,585.466453334317,571.908452694962,670.758078555314
GENE563,418.62798273557,502.298701011486,743.870779688796,672.301280150697
GENE564,872.865304081427,494.390939279423,395.570188706492,895.734535210386
GENE565,575.32505443453,820.627414288415,721.160747930696,607.460459103094
GENE566,795.807530145488,513.393099090277,637.025880134543,632.233895630718
GENE567,672.071111050874,376.001947330208,246.426044217003,770.530561237151
GENE568,671.158460447764,341.065317879809,604.363617677068,599.433281957341
GENE569,520.797505244879,553.518715912403,367.699113604971,488.484030820162
GENE570,419.771791324181,407.059053923748,694.813654160945,534.115735371555
GENE571,571.178393413178,594.66176904997,515.587347622574,451.861533361558
GENE572,701.402314241061,525.330335501041,298.704269812327,417.282769778589
GENE573,450.851034147496,431.320781849534,794.793252312163,482.427403190503
GENE574,492.51061380032,611.728597823505,547.853543041272,464.273622802512
GENE575,554.965098426578,495.18088995167,551.518555238576,391.990344840464
GENE576,453.39817130213,393.010056857593,705.517638574983,623.496579259974
GENE577,347.964966835667,560.465517642121,666.764870761469,593.35925466966
GENE578,477.544200438193,474.785332574785,683.028678458487,397.97406479477
GENE579,531.650180860777,383.137023923019,565.873618583339,654.649664103768
GENE580,612.307494490567,498.60888794601,513.759237407133,413.882424506841
GENE581,807.194931356102,532.177019155545,612.423228565808,473.494714850432
GENE582,549.68654365483,506.727011043832,636.577131799223,626.431419676223
GENE583,547.682817237889,983.942698351286,407.310102617334,619.267947566263
GENE584,389.326016788762,707.44757719717,317.785892389056,588.516887264501
GENE585,506.025880025443,600.979138310324,532.456179746415,568.604854361005
GENE586,770.602634869301,564.560146076591,641.058074462179,561.399678147437
GENE587,259.55927528162,555.994821580956,489.761091823113,665.880581788352
GENE588,456.277355279718,513.998769824455,503.244199820377,863.267702504783
GENE589,757.956160092196,469.500530960205,597.227348548078,407.087586954484
GENE590,597.837322846488,487.699803434592,362.809539092132,668.782491174188
GENE591,468.777391784945,557.579994447501,622.615663526846,378.626964704253
GENE592,631.64775633215,681.170636470156,592.227127769951,623.958826930834
GENE593,519.106472793836,608.940269142435,507.427644214656,546.357102876598
GENE594,555.144159375715,217.072025522272,649.732060213169,412.206499595056
GENE595,501.590324239864,723.85173728131,557.132836717233,738.586546176507
GENE596,469.431319096239,816.980363501074,922.751604056086,768.565070758866
GENE597,424.178423485734,628.295516595164,525.193877540784,359.115447375522
GENE598,299.848694561456,707.14488025607,534.948245395678,437.986666732881
GENE599,615.98686258227,619.915049321686,611.515027196838,364.406255926764
GENE600,581.764756160064,597.244297261866,252.259354514278,489.781798022605
GENE601,166.718019857521,715.104024146894,796.385020019858,363.6355743038
GENE602,408.313332531237,535.128241156373,339.576630766343,482.530193388187
GENE603,683.766191257563,518.513782907037,880.52327414567,510.553345163385
GENE604,580.792825495389,362.800458818755,665.625209475189,604.58763355958
GENE605,570.873195106289,720.818116286968,667.503965641393,559.884379669635
GENE606,577.790711395974,561.456295634347,361.652961348614,770.357108494031
GENE607,596.285106662089,411.618350460225,442.325537503829,702.292774603598
GENE608,542.825256356246,738.34452796176,200.169407257843,801.619550153389
GENE609,502.11009659617,314.080690254223,471.509064758626,758.588697170768
GENE610,483.065882866037,495.596371674364,407.401115151046,488.163339064639
GENE611,562.274866554079,707.934478207335,561.689295030143,494.039719222733
GENE612,457.445304385246,327.883976811227,372.203927817384,462.52484854442
GENE613,763.561630088634,515.715899143461,667.908244919353,617.147874031597
GENE614,604.49674192169,603.057825495787,486.785447823302,455.894171326136
GENE615,854.455091091054,517.386233423205,754.03682872406,677.789415507314
GENE616,641.741684437651,709.773162133575,529.612836758088,595.500166585048
GENE617,567.847720667327,433.711800492852,712.951213554454,525.086234005175
GENE618,496.73522247308,500.13246496026,547.496196445299,561.585825897705
GENE619,691.88604117712,313.844704199699,430.439836320415,554.812937651905
GENE620,795.182491105697,513.471212880914,467.316347801937,564.309077298828
GENE621,550.055842697538,252.847219838704,377.394474394875,471.450967742373
GENE622,541.104807095203,616.024376576529,528.437726393087,699.832457051206
GENE623,574.171880013252,445.190191841525,750.102570274952,622.805073767275
GENE624,557.654285359503,513.56778757593,523.582766847921,809.469563116356
GENE625,519.945334812393,804.426460130029,418.64066284696,422.290220950286
GENE626,442.081601666162,793.117312625629,420.644383686437,303.719301163353
GENE627,634.68479974581,548.266173677271,452.014207910227,392.048519111375
GENE628,383.601006202041,641.107685394192,662.691166062311,341.068410731653
GENE629,506.352850875877,674.826495859052,818.939070470187,452.493962289706
GENE630,604.597982310268,677.521462746761,634.271711582222,601.955464004065
GENE631,673.818387484872,599.457793301636,439.678784194361,450.287315436102
GENE632,622.588587975005,529.762493735529,666.743924421737,517.697628366803
GENE633,655.957146845085,693.437882488288,370.428272199668,456.435476670332
GENE634,530.610047025856,961.262285803148,597.317369264945,557.594200947633
GENE635,707.781009904308,615.251092028624,219.443727190505,433.056025511528
GENE636,420.971352180062,720.396009893118,432.453895684479,816.683349830996
GENE637,572.303626361762,766.206057514266,580.016489869646,354.848384644148
GENE638,467.24882942223,714.691028261122,447.901279374513,311.547081483568
GENE639,435.202123254273,727.175637850463,465.763290108006,483.37756630612
GENE640,542.427539272283,589.696605448346,875.188940540036,721.323506487156
GENE641,476.578915965736,376.504060697631,562.990395433263,469.418811247006
GENE642,627.343603003225,507.239503672957,445.201297763697,322.794508457497
GENE643,771.612477901411,700.641553175972,735.754058294213,637.279938107863
GENE644,435.894388955504,696.945267521582,330.409834910695,501.986577383573
GENE645,677.800613226825,463.092943315017,421.863158320782,499.672948241657
GENE646,666.720781957413,440.028550019417,729.031380350023,711.570510952383
GENE647,800.101931698945,430.028718104394,557.875820290353,334.708592634122
GENE648,640.448228764799,521.387011268875,514.184090615017,705.818741976721
GENE649,627.813839305748,523.260483065266,576.807832186219,648.279386038559
GENE650,356.195637136676,468.652012247687,500.728613476862,465.874250999923
GENE651,249.379976822959,499.53975524961,542.177788030274,620.875773786528
GENE652,540.594964342774,658.406047782489,617.228724819412,596.523284874097
GENE653,598.653522722176,321.386735384477,739.831122872905,586.186036097939
GENE654,626.496970429593,578.324047281756,611.23358719684,869.462667220278
GENE655,791.084841014645,388.248130762653,516.542078283108,414.573493434668
GENE656,562.752523525322,473.245949215279,696.315927164626,422.826778066195
GENE657,664.550367165836,749.092911789244,932.789815803729,790.670286902151
GENE658,740.405709916703,334.691401736312,762.328580819168,616.083038027321
GENE659,677.986395742864,301.303357335298,643.325070093756,305.226592795579
GENE660,601.460675003871,475.515611971059,556.756546038188,694.682106631317
GENE661,349.348986762769,658.512612261602,650.131595447072,754.412639392372
GENE662,628.499188807406,512.459492262856,844.098316156311,669.8715024343
GENE663,538.868756191493,574.80138768465,571.205738051728,725.269561612817
GENE664,748.754705617183,402.773937738414,418.901566598498,798.35040378515
GENE665,667.32629259829,435.255292211379,657.840206956146,551.258380970199
GENE666,586.557107164023,412.654011844887,503.60005163879,547.743210146409
GENE667,462.894541850528,504.54740190959,488.100731048832,633.971633369715
GENE668,961.644402119927,731.003899168569,757.194936106868,676.36821142418
GENE669,270.549415805338,650.668199737868,620.444326094472,665.096723503652
GENE670,662.89727343062,616.263450685878,529.144733203358,352.880942513557
GENE671,606.600091572015,595.815188965661,696.381439749758,422.510769187266
GENE672,554.27754291132,283.886055357699,536.754439363196,480.64332320435
GENE673,643.422558583654,469.904157226388,670.276256085639,822.052660457082
GENE674,465.666718197716,599.087979974363,555.302548094676,650.443864397372
GENE675,690.402716506802,495.884287026562,388.298356158472,658.408554170912
GENE676,549.410728100927,670.388049407632,277.283753052464,656.587215648325
GENE677,543.995984976123,714.372835650085,668.061363082414,523.974999169053
GENE678,459.907860489934,450.167991275709,509.204756228967,750.028405121829
GENE679,682.876494935736,791.78029462741,516.51703784991,339.24075148989
GENE680,752.630345891312,773.328811463325,586.14174375597,376.442029661127
GENE681,592.421718130858,482.603547392374,624.794833121939,483.782569266351
GENE682,413.562513823731,533.692040337929,241.14495902967,477.122421262319
GENE683,531.209687656821,731.25049709553,324.38673572506,523.980030713612
GENE684,483.528629047988,457.657343212328,576.884639867306,639.906252418373
GENE685,481.745996803412,585.776989322048,381.273948162596,585.697089107413
GENE686,516.556351259564,475.475396366175,764.113598972058,576.586389436295
GENE687,604.456758997204,524.176080608999,529.596069588315,636.57003529587
GENE688,433.923422394168,380.314015447839,578.93043623542,744.354872989671
GENE689,489.675077788156,533.128296623952,298.830780912668,468.253580470751
GENE690,438.267345277386,776.65396249866,336.774101151258,538.353738837508
GENE691,369.872544943296,529.38091659728,654.426075395675,414.25500306314
GENE692,709.176513106346,490.891294430458,597.658588180639,458.689394886208
GENE693,777.661432158778,563.411895549302,735.545708659952,358.580745574485
GENE694,409.444523416557,419.121922400875,733.318870244894,381.793541912921
GENE695,490.558919227663,618.328014754772,574.114992826352,558.446340260922
GENE696,625.547769998921,377.249169083196,473.606257315254,321.583753833096
GENE697,687.746268428121,621.715656190951,445.606648314602,755.630503865361
GENE698,628.31684742882,628.373385771385,482.16789890883,557.469454317147
GENE699,547.479701790336,355.306955523605,477.591568438155,662.997283826009
GENE700,547.72936289502,697.436419780732,804.886823452537,613.826552567735
GENE701,404.514666992617,609.884258138546,468.927317221441,467.686773675664
GENE702,561.892909584157,617.15749918875,495.485760711551,573.825409690022
GENE703,568.425223395236,472.79938143443,557.692156107978,399.087108388776
GENE704,479.688041597028,526.209629188695,587.494739588428,708.426968142761
GENE705,352.851465011249,752.455985603044,415.595394115835,677.787044767991
GENE706,662.463905747759,761.345229915185,537.876676712654,537.459368256962
GENE707,527.736926615248,681.218093000546,645.531816297202,504.062913486285
GENE708,901.614931675289,448.422397832274,527.895395458722,708.401410668171
GENE709,376.504215168903,413.631505954997,600.484302272395,440.398666869964
GENE710,341.811886669104,573.514699248004,465.425158207677,656.277972103271
GENE711,874.728197586733,648.993273568194,480.970512963302,577.371546104646
GENE712,429.621759512337,551.581857192357,661.132730608526,455.404912822076
GENE713,897.843372682152,493.909247057182,470.194478885981,761.237247569667
GENE714,539.16029580213,620.453289244955,478.636415236825,455.057447604676
GENE715,645.662384402897,577.113016307876,531.428611499104,816.825975143558
GENE716,406.656050118014,450.070142994022,767.196642888469,513.264125385715
GENE717,703.246648669583,643.60467120089,606.924108473682,524.452685567199
GENE718,833.901485600891,649.487515522075,491.99272158122,688.174851916256
GENE719,279.805445533332,628.765066078379,452.20337715094,584.1624218836
GENE720,575.271634299442,555.750371471225,599.874760655096,695.578154983341
GENE721,640.692266638005,671.174964096489,488.543289945655,579.218556378959
GENE722,408.004956749002,537.380179308779,473.141252542258,542.861749730663
GENE723,610.643324828584,536.832914919111,637.677097080919,637.339036130875
GENE724,709.189066925636,698.266797598822,700.609563433231,574.856710935307
GENE725,474.562483005355,430.567703963403,665.959217043911,584.783649677451
GENE726,347.562754100335,576.049502930463,690.351599548688,325.867437347139
GENE727,641.600729407529,469.09528785879,256.471462722373,439.361919610604
GENE728,938.895540325612,464.734596869673,558.978153657445,374.594266418498
GENE729,571.369416283096,364.895840997173,450.317095207533,269.910076809608
GENE730,602.569955319993,488.08712161198,603.610939796375,470.305236225544
GENE731,612.888122712067,508.294709948157,538.513823605816,575.893621048801
GENE732,570.053388639187,562.416097853254,564.006373712764,683.892367364993
GENE733,513.187626315031,474.186018974772,728.354965622604,385.996446331146
GENE734,735.034555108953,568.727343278127,531.615508153011,447.586271608198
GENE735,616.464882533412,539.960016234675,607.540557818563,646.683838404255
GENE736,773.149272786512,542.601109682549,565.580037142822,739.268167003657
GENE737,657.830016755167,435.373921209428,480.708224009686,762.624903551737
GENE738,512.330495062643,379.460406697999,594.165688926494,376.846169922379
GENE739,407.822315134502,613.178954031754,780.51991129004,630.673231161436
GENE740,396.071664220851,289.507964665974,782.437651708939,356.321790231949
GENE741,450.520029025636,714.891446934169,597.855725451238,958.574717673331
GENE742,639.761770974812,510.396469494277,545.35308613007,808.216168982077
GENE743,533.568188568494,583.364301521864,386.417440437817,458.561897532627
GENE744,646.325101120471,542.10428913998,599.973849720474,428.43608343635
GENE745,552.471568538478,543.21395566563,451.822325814745,395.695485492998
GENE746,422.757170458357,426.712702899189,654.490250452217,643.665689511713
GENE747,780.062229320922,488.847697621832,629.655398969752,687.230352230489
GENE748,313.352454180866,616.312526270607,392.048573387979,510.003190803556
GENE749,372.682400790386,629.217440950896,571.960724095533,345.721038482213
GENE750,477.407515859555,601.078672785622,355.42074699502,585.665678850932
GENE751,445.072078194737,672.417705575346,661.198146897191,440.263796765623
GENE752,604.107154734824,522.992777591039,390.237380365431,621.689768178156
GENE753,483.248665798191,571.468081722444,488.135480579945,795.648197984647
GENE754,688.141589853372,731.65694889657,646.444036185121,667.635987962147
GENE755,646.850833870798,612.906490463737,386.217779476517,652.985696901522
GENE756,367.522524470269,401.336040381005,299.35964484899,376.394984685864
GENE757,544.623205988807,407.275965963597,501.108519031896,652.857725547298
GENE758,526.80232010978,585.613025387855,478.799703322046,562.822104996092
GENE759,499.930577120308,501.58920762201,518.407670061804,612.719953958737
GENE760,660.222157721528,497.919709925205,440.589995334167,223.677262773729
GENE761,697.770507700838,705.069350862532,457.232039271349,559.103272502654
GENE762,338.450143912624,576.459063961492,626.821028267834,557.711945559681
GENE763,559.747475093043,629.767957397715,570.667841531662,525.398986834091
GENE764,505.943573757727,395.588472030927,783.33691656515,575.236587596364
GENE765,524.813885601605,819.877163857601,537.386563088044,573.641396500218
GENE766,614.65878273352,632.873631424098,449.322501007685,988.968341288637
GENE767,492.511433048898,558.699810025312,564.740137391668,505.62973801608
GENE768,580.234779255955,621.483331879785,671.655551548812,590.108579280268
GENE769,567.401841707484,680.197054104397,393.641757461536,746.830507080434
GENE770,255.993545995787,505.917253982468,471.898909554362,671.252764301943
GENE771,284.59787814274,298.956744964792,342.924434153997,488.083359876957
GENE772,391.72519228057,647.67534515413,296.299669844068,485.721827358245
GENE773,615.998944203322,594.914251537408,644.944113073239,508.166988905493
GENE774,601.688119820798,500.947201378755,444.247207121223,826.791284386058
GENE775,632.854670814757,593.900369091868,658.923324897498,665.810478438087
GENE776,810.693051582241,605.525237138799,341.536090450001,839.386252713281
GENE777,630.249219539266,584.593081711072,411.120053528371,485.644054387434
GENE778,804.188519429065,588.449704595222,654.067979639553,471.041699923394
GENE779,464.468796631206,428.331308780096,708.712542693998,370.402577932169
GENE780,509.674906618598,522.981027297013,561.62360700956,663.98632537698
GENE781,506.232998895621,597.58262612698,647.033924404068,714.255594449664
GENE782,369.192898588205,629.727099243342,602.480044924141,579.583906138343
GENE783,574.347331820252,627.383351539891,781.273836612964,469.854884047822
GENE784,800.261856849606,366.429181776544,724.251006963119,622.940597023931
GENE785,521.05963950556,367.211821880505,434.077673869265,475.640449285947
GENE786,412.608919806911,576.897105452224,534.569505119312,507.769177731729
GENE787,409.801326208746,220.835617611221,598.532992606946,443.707057103836
GENE788,493.484617190688,520.676210188149,643.343674338546,303.578870677034
GENE789,505.403230594182,829.129158882302,654.267114436974,861.02887735604
GENE790,283.645223473274,637.39935025426,788.175175210338,810.440075278157
GENE791,540.67336957055,470.34987980617,409.272210540868,362.676663608467
GENE792,502.346987473678,300.438140682847,530.107332476623,614.754828871413
GENE793,661.076053291323,580.460340393274,569.671942112706,679.242369037981
GENE794,381.44540832848,611.443701498161,473.846430497782,385.83484221664
GENE795,440.206196121292,376.002237276668,481.443255936623,551.088696612315
GENE796,648.554390474201,466.252330996743,517.143547116357,514.471973984099
GENE797,531.748806737526,471.252803494257,422.397531768168,459.935730690423
GENE798,631.77374104323,403.095389213701,552.840873621001,404.046947093815
GENE799,534.322993295017,747.414143893505,412.011343204028,647.799628990931
GENE800,662.17871898249,439.166520946397,808.111359727602,696.110721458628
GENE801,603.261507455578,293.767854782525,613.923651665997,496.632313930546
GENE802,564.549663855487,486.704613666699,330.115894610238,484.958390046152
GENE803,378.481697801609,447.049476993852,515.323779846392,409.112295696829
GENE804,424.601503102154,473.318990133819,480.901548984971,405.609194504906
GENE805,683.074349472579,621.371414832188,358.866302890418,513.280276543597
GENE806,498.392284808948,632.121674618215,419.135442198543,521.32942680748
GENE807,640.003787756125,615.715553208897,920.955740888739,499.831736038663
GENE808,484.384070241905,719.870400181689,726.976757752462,700.449812679626
GENE809,680.911643046626,441.038846603411,384.158518430252,620.693278807821
GENE810,700.081030225598,238.171445524022,614.595653533197,560.033875195266
GENE811,644.843208812367,233.824868578718,704.403548096656,418.517248414284
GENE812,534.628076756007,476.162613514091,398.745534903984,489.711861228881
GENE813,784.090829475768,554.243345471901,455.280701365551,822.092290382733
GENE814,573.98354275147,698.323564143691,606.360836886087,644.817432547208
GENE815,581.740266784346,507.733817623008,409.94520724317,664.444180620824
GENE816,587.972665626634,491.437088714375,466.037009941568,615.213600751725
GENE817,541.47495908683,704.779666717635,618.516587353914,662.867112015376
GENE818,393.133681130791,551.936490768158,699.297847783993,766.079209228955
GENE819,427.72382295397,491.239609768479,538.581732024837,363.477401163614
GENE820,522.322586287711,433.448788669007,670.984790845257,473.376350633902
GENE821,447.298128336724,232.458335239021,353.178709068014,489.047630391196
GENE822,365.985985387038,201.238282278044,503.018138731185,551.18946976959
GENE823,788.417276907061,545.41654084163,638.744577143067,382.289079315337
GENE824,676.547183783762,504.731300613368,488.823771898305,424.915597314168
GENE825,562.784706012769,384.030457745858,467.439284749792,421.646378674831
GENE826,772.79055347334,551.878512263172,616.978743064456,516.381916932355
GENE827,653.148209675836,344.650741164756,565.314271623005,716.082729666833
GENE828,732.797543990347,694.785537456859,546.174232669429,170.61753735789
GENE829,551.073787094354,624.121032509529,857.184057899485,616.679435992763
GENE830,229.193387714806,305.856970579591,553.536637162486,552.454952587885
GENE831,637.325059337437,600.209489301209,588.46529008642,590.241855925672
GENE832,605.419846568165,629.995025539904,282.589550258852,605.618551710768
GENE833,560.878139311545,838.912656821489,346.846576604625,482.28193754803
GENE834,570.989945853226,619.768711355472,603.801199167129,273.805347754061
GENE835,506.787686941095,522.542673750143,349.822150614591,742.45472272089
GENE836,532.379142400787,659.374926247329,296.860030920805,479.193582242533
GENE837,284.465245068133,660.299123169948,617.593800569249,776.751664629146
GENE838,449.470915720571,592.357546610582,411.005829841694,717.118644671605
GENE839,498.29290244494,409.039112506339,794.94341180593,443.875087755259
GENE840,794.329206802238,401.589528530569,818.90588090114,528.540603052072
GENE841,473.037631611134,744.311843185827,632.857278640927,258.237476773864
GENE842,467.276968087251,606.045952314279,475.54198953378,596.569361899416
GENE843,609.327971728883,518.67587943586,288.870054068998,435.648080878524
GENE844,737.648155927929,577.574470788886,568.388330774267,496.470996318291
GENE845,329.093172873553,581.138696283078,605.311233766717,529.217767459298
